"전체경로","파일명","확장자","크기KB","수정일","1단계폴더","2단계폴더"
"C:\Users\hyun0\Desktop\강의자료\주안초\주안초등학교_범죄경력확인_김현래.pdf","주안초등학교_범죄경력확인_김현래.pdf","pdf","566.14","2025-10-19","Desktop","강의자료"
"C:\Users\hyun0\Desktop\강의자료\호평중\강사공지사항-호평중.pdf","강사공지사항-호평중.pdf","pdf","59.81","2025-09-09","Desktop","강의자료"
"C:\Users\hyun0\Desktop\강의자료\호평중\드론 PT2024.pptx","드론 PT2024.pptx","pptx","205923.72","2025-09-25","Desktop","강의자료"
"C:\Users\hyun0\Desktop\강의자료\호평중\범죄 전력 조회 동의서.hwp","범죄 전력 조회 동의서.hwp","hwp","25.5","2025-09-09","Desktop","강의자료"
"C:\Users\hyun0\Desktop\강의자료\호평중\범죄 전력 조회 동의서.pdf","범죄 전력 조회 동의서.pdf","pdf","45.64","2025-09-09","Desktop","강의자료"
"C:\Users\hyun0\Documents\&ed%&bQ.jpg","&ed%&bQ.jpg","jpg","226.35","2026-09-03","Documents",""
"C:\Users\hyun0\Documents\파이선.zip","파이선.zip","zip","688.31","2021-10-16","Documents",""
"C:\Users\hyun0\Documents\CISA 강좌안내 (20230711).pdf","CISA 강좌안내 (20230711).pdf","pdf","1605.77","2023-07-11","Documents",""
"C:\Users\hyun0\Documents\CISA-Application_HYUN.pdf","CISA-Application_HYUN.pdf","pdf","583.97","2023-09-21","Documents",""
"C:\Users\hyun0\Documents\CISA-Application-김현래서명본.pdf","CISA-Application-김현래서명본.pdf","pdf","616.62","2023-09-21","Documents",""
"C:\Users\hyun0\Documents\CISA-Application-June-2019-and-Later_0223.pdf","CISA-Application-June-2019-and-Later_0223.pdf","pdf","566.35","2023-09-21","Documents",""
"C:\Users\hyun0\Documents\ISMS-P 강좌안내 (20240328).pdf","ISMS-P 강좌안내 (20240328).pdf","pdf","1944.1","2024-03-28","Documents",""
"C:\Users\hyun0\Documents\AICE\25080002_국제강사인증교육원_인공지능(AI)융합교육지도사_김현래.pdf","25080002_국제강사인증교육원_인공지능(AI)융합교육지도사_김현래.pdf","pdf","534.54","2025-08-29","Documents","A"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_교재_모의평가.zip","AICE_Future_1급_교재_모의평가.zip","zip","6525.69","2024-11-15","Documents","A"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_학습자료.zip","AICE_Future_1급_학습자료.zip","zip","3050.75","2024-11-15","Documents","A"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_교재_모의평가\AICE_Future_1급_교재_모의평가\1회\활용데이터\4번 이미지\4번 차량번호판1.PNG","4번 차량번호판1.PNG","png","10.62","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_교재_모의평가\AICE_Future_1급_교재_모의평가\1회\활용데이터\4번 이미지\4번 차량번호판2.PNG","4번 차량번호판2.PNG","png","13.43","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_교재_모의평가\AICE_Future_1급_교재_모의평가\1회\활용데이터\5번 엑셀\음식_칼로리.xlsx","음식_칼로리.xlsx","xlsx","9.65","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_교재_모의평가\AICE_Future_1급_교재_모의평가\1회\활용데이터\6번 이미지\6번 측정이미지.jpg","6번 측정이미지.jpg","jpg","132.71","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_교재_모의평가\AICE_Future_1급_교재_모의평가\1회\활용데이터\7번 이미지\가위\가위(측정이미지).png","가위(측정이미지).png","png","72.61","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_교재_모의평가\AICE_Future_1급_교재_모의평가\1회\활용데이터\7번 이미지\가위\가위1.png","가위1.png","png","68.95","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_교재_모의평가\AICE_Future_1급_교재_모의평가\1회\활용데이터\7번 이미지\가위\가위2.png","가위2.png","png","72.46","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_교재_모의평가\AICE_Future_1급_교재_모의평가\1회\활용데이터\7번 이미지\가위\가위3.png","가위3.png","png","70.12","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_교재_모의평가\AICE_Future_1급_교재_모의평가\1회\활용데이터\7번 이미지\가위\가위4.png","가위4.png","png","76.92","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_교재_모의평가\AICE_Future_1급_교재_모의평가\1회\활용데이터\7번 이미지\가위\가위5.png","가위5.png","png","73.53","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_교재_모의평가\AICE_Future_1급_교재_모의평가\1회\활용데이터\7번 이미지\바위\바위(측정이미지).png","바위(측정이미지).png","png","70.67","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_교재_모의평가\AICE_Future_1급_교재_모의평가\1회\활용데이터\7번 이미지\바위\바위1.png","바위1.png","png","77.77","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_교재_모의평가\AICE_Future_1급_교재_모의평가\1회\활용데이터\7번 이미지\바위\바위2.png","바위2.png","png","79.96","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_교재_모의평가\AICE_Future_1급_교재_모의평가\1회\활용데이터\7번 이미지\바위\바위3.png","바위3.png","png","70.65","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_교재_모의평가\AICE_Future_1급_교재_모의평가\1회\활용데이터\7번 이미지\바위\바위4.png","바위4.png","png","77.99","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_교재_모의평가\AICE_Future_1급_교재_모의평가\1회\활용데이터\7번 이미지\바위\바위5.png","바위5.png","png","75.34","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_교재_모의평가\AICE_Future_1급_교재_모의평가\1회\활용데이터\7번 이미지\보\보(측정이미지).png","보(측정이미지).png","png","74.6","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_교재_모의평가\AICE_Future_1급_교재_모의평가\1회\활용데이터\7번 이미지\보\보1.png","보1.png","png","81.83","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_교재_모의평가\AICE_Future_1급_교재_모의평가\1회\활용데이터\7번 이미지\보\보2.png","보2.png","png","79.27","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_교재_모의평가\AICE_Future_1급_교재_모의평가\1회\활용데이터\7번 이미지\보\보3.png","보3.png","png","80.96","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_교재_모의평가\AICE_Future_1급_교재_모의평가\1회\활용데이터\7번 이미지\보\보4.png","보4.png","png","75.75","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_교재_모의평가\AICE_Future_1급_교재_모의평가\1회\활용데이터\7번 이미지\보\보5.png","보5.png","png","79.6","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_교재_모의평가\AICE_Future_1급_교재_모의평가\1회\활용데이터\8번 API\8번 API 데이터.txt","8번 API 데이터.txt","txt","0.18","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_교재_모의평가\AICE_Future_1급_교재_모의평가\2회\활용데이터\4번 이미지\4번 얼굴 이미지.jpg","4번 얼굴 이미지.jpg","jpg","111.36","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_교재_모의평가\AICE_Future_1급_교재_모의평가\2회\활용데이터\5번 엑셀 데이터\문제_역사이벤트.xlsx","문제_역사이벤트.xlsx","xlsx","9.83","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_교재_모의평가\AICE_Future_1급_교재_모의평가\2회\활용데이터\5번 엑셀 데이터\정답_연도.xlsx","정답_연도.xlsx","xlsx","8.8","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_교재_모의평가\AICE_Future_1급_교재_모의평가\2회\활용데이터\6번 이미지\6번 측정이미지.jpg","6번 측정이미지.jpg","jpg","151.86","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_교재_모의평가\AICE_Future_1급_교재_모의평가\2회\활용데이터\7번 이미지\양파\양파1.jpg","양파1.jpg","jpg","94.11","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_교재_모의평가\AICE_Future_1급_교재_모의평가\2회\활용데이터\7번 이미지\양파\양파2.jpg","양파2.jpg","jpg","196.34","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_교재_모의평가\AICE_Future_1급_교재_모의평가\2회\활용데이터\7번 이미지\양파\양파3.jpg","양파3.jpg","jpg","188.11","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_교재_모의평가\AICE_Future_1급_교재_모의평가\2회\활용데이터\7번 이미지\양파\양파4.jpg","양파4.jpg","jpg","233.63","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_교재_모의평가\AICE_Future_1급_교재_모의평가\2회\활용데이터\7번 이미지\토마토\토마토(측정사진).jpg","토마토(측정사진).jpg","jpg","136.09","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_교재_모의평가\AICE_Future_1급_교재_모의평가\2회\활용데이터\7번 이미지\토마토\토마토1.jpg","토마토1.jpg","jpg","73.41","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_교재_모의평가\AICE_Future_1급_교재_모의평가\2회\활용데이터\7번 이미지\토마토\토마토2.jpg","토마토2.jpg","jpg","139.88","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_교재_모의평가\AICE_Future_1급_교재_모의평가\2회\활용데이터\7번 이미지\토마토\토마토3.jpg","토마토3.jpg","jpg","210.02","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_교재_모의평가\AICE_Future_1급_교재_모의평가\2회\활용데이터\7번 이미지\토마토\토마토4.jpg","토마토4.jpg","jpg","143.59","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_교재_모의평가\AICE_Future_1급_교재_모의평가\3회\활용데이터\4번 이미지\책_검색_1.png","책_검색_1.png","png","1284.74","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_교재_모의평가\AICE_Future_1급_교재_모의평가\3회\활용데이터\4번 이미지\책_검색_2.png","책_검색_2.png","png","849.54","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_교재_모의평가\AICE_Future_1급_교재_모의평가\3회\활용데이터\6번 엑셀 데이터\영화리뷰.xlsx","영화리뷰.xlsx","xlsx","10.17","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_교재_모의평가\AICE_Future_1급_교재_모의평가\3회\활용데이터\7번 이미지\치타\치타(측정이미지).jpg","치타(측정이미지).jpg","jpg","76.2","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_교재_모의평가\AICE_Future_1급_교재_모의평가\3회\활용데이터\7번 이미지\치타\치타1.jpg","치타1.jpg","jpg","88.86","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_교재_모의평가\AICE_Future_1급_교재_모의평가\3회\활용데이터\7번 이미지\치타\치타2.jpg","치타2.jpg","jpg","74.57","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_교재_모의평가\AICE_Future_1급_교재_모의평가\3회\활용데이터\7번 이미지\치타\치타3.jpg","치타3.jpg","jpg","52.69","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_교재_모의평가\AICE_Future_1급_교재_모의평가\3회\활용데이터\7번 이미지\치타\치타4.jpg","치타4.jpg","jpg","68.84","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_교재_모의평가\AICE_Future_1급_교재_모의평가\3회\활용데이터\7번 이미지\치타\치타5.jpg","치타5.jpg","jpg","63.79","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_교재_모의평가\AICE_Future_1급_교재_모의평가\3회\활용데이터\7번 이미지\하이에나\하이에나(측정이미지).jpg","하이에나(측정이미지).jpg","jpg","68.74","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_교재_모의평가\AICE_Future_1급_교재_모의평가\3회\활용데이터\7번 이미지\하이에나\하이에나1.jpg","하이에나1.jpg","jpg","99.14","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_교재_모의평가\AICE_Future_1급_교재_모의평가\3회\활용데이터\7번 이미지\하이에나\하이에나2.jpg","하이에나2.jpg","jpg","84.12","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_교재_모의평가\AICE_Future_1급_교재_모의평가\3회\활용데이터\7번 이미지\하이에나\하이에나3.jpg","하이에나3.jpg","jpg","77.28","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_교재_모의평가\AICE_Future_1급_교재_모의평가\3회\활용데이터\7번 이미지\하이에나\하이에나4.jpg","하이에나4.jpg","jpg","98.95","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_교재_모의평가\AICE_Future_1급_교재_모의평가\3회\활용데이터\7번 이미지\하이에나\하이에나5.jpg","하이에나5.jpg","jpg","98.21","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_교재_모의평가\AICE_Future_1급_교재_모의평가\3회\활용데이터\8번 API\8번 API 데이터.txt","8번 API 데이터.txt","txt","0.2","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_학습자료\AICE_Future_1급_학습자료\2장\1. 함수\프로젝트\노인\노인(측정이미지).png","노인(측정이미지).png","png","58.69","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_학습자료\AICE_Future_1급_학습자료\2장\1. 함수\프로젝트\노인\노인1.jpg","노인1.jpg","jpg","16.52","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_학습자료\AICE_Future_1급_학습자료\2장\1. 함수\프로젝트\노인\노인2.jpg","노인2.jpg","jpg","16.59","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_학습자료\AICE_Future_1급_학습자료\2장\1. 함수\프로젝트\노인\노인3.jpg","노인3.jpg","jpg","15.02","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_학습자료\AICE_Future_1급_학습자료\2장\1. 함수\프로젝트\노인\노인4.jpg","노인4.jpg","jpg","19.21","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_학습자료\AICE_Future_1급_학습자료\2장\1. 함수\프로젝트\노인\노인5.jpg","노인5.jpg","jpg","18.64","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_학습자료\AICE_Future_1급_학습자료\2장\1. 함수\프로젝트\성인\일반인1.jpg","일반인1.jpg","jpg","10.23","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_학습자료\AICE_Future_1급_학습자료\2장\1. 함수\프로젝트\성인\일반인2.jpg","일반인2.jpg","jpg","16.37","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_학습자료\AICE_Future_1급_학습자료\2장\1. 함수\프로젝트\성인\일반인3.jpg","일반인3.jpg","jpg","14.42","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_학습자료\AICE_Future_1급_학습자료\2장\1. 함수\프로젝트\성인\일반인4.jpg","일반인4.jpg","jpg","13.39","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_학습자료\AICE_Future_1급_학습자료\2장\1. 함수\프로젝트\성인\일반인5.jpg","일반인5.jpg","jpg","22.63","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_학습자료\AICE_Future_1급_학습자료\2장\1. 함수\프로젝트\어린이\어린이1.png","어린이1.png","png","37.08","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_학습자료\AICE_Future_1급_학습자료\2장\1. 함수\프로젝트\어린이\어린이2.jpg","어린이2.jpg","jpg","9.45","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_학습자료\AICE_Future_1급_학습자료\2장\1. 함수\프로젝트\어린이\어린이3.jpg","어린이3.jpg","jpg","11.64","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_학습자료\AICE_Future_1급_학습자료\2장\1. 함수\프로젝트\어린이\어린이4.jpg","어린이4.jpg","jpg","7.09","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_학습자료\AICE_Future_1급_학습자료\2장\1. 함수\프로젝트\어린이\어린이5.jpg","어린이5.jpg","jpg","6.76","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_학습자료\AICE_Future_1급_학습자료\3장\1. 엑셀 데이터 활용하기\문제\엑셀 데이터\꽃말_엑셀.xlsx","꽃말_엑셀.xlsx","xlsx","9.82","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_학습자료\AICE_Future_1급_학습자료\3장\1. 엑셀 데이터 활용하기\문제\엑셀 데이터\성적.xlsx","성적.xlsx","xlsx","9.02","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_학습자료\AICE_Future_1급_학습자료\3장\1. 엑셀 데이터 활용하기\문제\엑셀 데이터\영어단어퀴즈_문제.xlsx","영어단어퀴즈_문제.xlsx","xlsx","10.11","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_학습자료\AICE_Future_1급_학습자료\3장\1. 엑셀 데이터 활용하기\문제\엑셀 데이터\영어단어퀴즈_정답.xlsx","영어단어퀴즈_정답.xlsx","xlsx","10.08","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_학습자료\AICE_Future_1급_학습자료\3장\1. 엑셀 데이터 활용하기\프로젝트\역사문제.xlsx","역사문제.xlsx","xlsx","10.31","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_학습자료\AICE_Future_1급_학습자료\3장\1. 엑셀 데이터 활용하기\프로젝트\역사보기.xlsx","역사보기.xlsx","xlsx","9.74","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_학습자료\AICE_Future_1급_학습자료\3장\1. 엑셀 데이터 활용하기\프로젝트\역사정답.xlsx","역사정답.xlsx","xlsx","8.88","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_학습자료\AICE_Future_1급_학습자료\3장\2. 공공 데이터 포털 활용하기\행정안전부_폭염 발생현황.xlsx","행정안전부_폭염 발생현황.xlsx","xlsx","9.29","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_학습자료\AICE_Future_1급_학습자료\4장\1. 광학 문자인식(OCR)\실전문제_문제\이미지\1번.jpg","1번.jpg","jpg","75.24","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_학습자료\AICE_Future_1급_학습자료\4장\1. 광학 문자인식(OCR)\실전문제_문제\이미지\2번 도서회원카드_1.PNG","2번 도서회원카드_1.PNG","png","20.32","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_학습자료\AICE_Future_1급_학습자료\4장\1. 광학 문자인식(OCR)\실전문제_문제\이미지\2번 도서회원카드_2.PNG","2번 도서회원카드_2.PNG","png","19.31","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_학습자료\AICE_Future_1급_학습자료\4장\2. 안면 인식 기술과 감정 분석\교재활용_이미지\감정 분석 코딩하기_활용사진1.jpg","감정 분석 코딩하기_활용사진1.jpg","jpg","111.36","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_학습자료\AICE_Future_1급_학습자료\4장\2. 안면 인식 기술과 감정 분석\교재활용_이미지\감정 분석 코딩하기_활용사진2.jpg","감정 분석 코딩하기_활용사진2.jpg","jpg","135.41","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_학습자료\AICE_Future_1급_학습자료\4장\2. 안면 인식 기술과 감정 분석\교재활용_이미지\얼굴 감지 코딩하기_활용사진.jpg","얼굴 감지 코딩하기_활용사진.jpg","jpg","189.34","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_학습자료\AICE_Future_1급_학습자료\4장\2. 안면 인식 기술과 감정 분석\실전문제_문제\이미지\기쁨.jpg","기쁨.jpg","jpg","111.36","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_학습자료\AICE_Future_1급_학습자료\4장\2. 안면 인식 기술과 감정 분석\실전문제_문제\이미지\슬픔.jpg","슬픔.jpg","jpg","135.41","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_학습자료\AICE_Future_1급_학습자료\4장\3. 티처블 머신\실전문제_문제\이미지\귤\귤1.png","귤1.png","png","81.95","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_학습자료\AICE_Future_1급_학습자료\4장\3. 티처블 머신\실전문제_문제\이미지\귤\귤2.png","귤2.png","png","109.56","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_학습자료\AICE_Future_1급_학습자료\4장\3. 티처블 머신\실전문제_문제\이미지\귤\귤3.png","귤3.png","png","57.28","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_학습자료\AICE_Future_1급_학습자료\4장\3. 티처블 머신\실전문제_문제\이미지\귤\귤4.png","귤4.png","png","190.82","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_학습자료\AICE_Future_1급_학습자료\4장\3. 티처블 머신\실전문제_문제\이미지\귤\귤5.png","귤5.png","png","206.19","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_학습자료\AICE_Future_1급_학습자료\4장\3. 티처블 머신\실전문제_문제\이미지\사과\사과1.png","사과1.png","png","97.37","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_학습자료\AICE_Future_1급_학습자료\4장\3. 티처블 머신\실전문제_문제\이미지\사과\사과2.png","사과2.png","png","179.76","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_학습자료\AICE_Future_1급_학습자료\4장\3. 티처블 머신\실전문제_문제\이미지\사과\사과3.png","사과3.png","png","179.27","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_학습자료\AICE_Future_1급_학습자료\4장\3. 티처블 머신\실전문제_문제\이미지\사과\사과4.png","사과4.png","png","355.65","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_학습자료\AICE_Future_1급_학습자료\4장\3. 티처블 머신\실전문제_문제\이미지\사과\사과5.png","사과5.png","png","96.97","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\AICE_Future_1급_학습자료\AICE_Future_1급_학습자료\5장\2. 실시간 공공데이터를 활용한 AI코딩\실전문제_문제\1번_API_데이터.txt","1번_API_데이터.txt","txt","0.17","2024-11-15","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\교사신청\교사등록서_김현래.xlsx","교사등록서_김현래.xlsx","xlsx","145.13","2025-02-20","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\교사신청\김현래_등본.PDF","김현래_등본.PDF","pdf","226.62","2025-02-20","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\교사신청\김현래_통장사본.png","김현래_통장사본.png","png","114.01","2025-02-20","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\제출용\김현래_수료증_파이썬.jpg","김현래_수료증_파이썬.jpg","jpg","55.37","2024-11-27","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\제출용\김현래_수료증_RC카.jpg","김현래_수료증_RC카.jpg","jpg","55.49","2024-11-27","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\제출용\김현래_수료증_SQL.jpg","김현래_수료증_SQL.jpg","jpg","52.74","2024-11-27","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\제출용\김현래_Wise_강사프로필_참고사항추가.hwp","김현래_Wise_강사프로필_참고사항추가.hwp","hwp","234","2024-11-27","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\제출용\김현래_Wise_강사프로필_참고사항추가.zip","김현래_Wise_강사프로필_참고사항추가.zip","zip","683.66","2024-11-27","Documents","AICE"
"C:\Users\hyun0\Documents\AICE\제출용\CISA-certification-232306514.pdf","CISA-certification-232306514.pdf","pdf","366.26","2024-11-27","Documents","AICE"
"C:\Users\hyun0\Documents\WAPL\2023년_IR\'23년 와플 IR_20221115_김현래.pptx","'23년 와플 IR_20221115_김현래.pptx","pptx","2347.5","2022-11-15","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\2023년_IR\'23년 와플 IR_20221115_t17.55.pptx","'23년 와플 IR_20221115_t17.55.pptx","pptx","30892.56","2022-11-15","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\2023년_IR\'23년 와플 IR_20221115_t19.50_MAU매출_ver3.pptx","'23년 와플 IR_20221115_t19.50_MAU매출_ver3.pptx","pptx","162.62","2022-11-16","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\2023년_IR\'23년 와플 IR_20221116_시장현황.pptx","'23년 와플 IR_20221116_시장현황.pptx","pptx","545.65","2022-11-16","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\2023년_IR\'23년 와플 IR_20221116_T12.04.pptx","'23년 와플 IR_20221116_T12.04.pptx","pptx","33225.7","2022-11-16","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\2023년_IR\'23년 와플 IR_20221118_v1.pptx","'23년 와플 IR_20221118_v1.pptx","pptx","27204.76","2022-11-18","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\2023년_IR\20221115_IR Material Structure_WAPL_v10.xlsx","20221115_IR Material Structure_WAPL_v10.xlsx","xlsx","14.32","2022-11-15","Documents","WAPL"
