"전체경로","파일명","확장자","크기KB","수정일","1단계폴더","2단계폴더"
"C:\Users\hyun0\Documents\WAPL\2023년_IR\20221115_IR Material Structure_WAPL_v11_계산식_v2.xlsx","20221115_IR Material Structure_WAPL_v11_계산식_v2.xlsx","xlsx","31.71","2022-11-16","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\2023년_IR\20221115_IR Material Structure_WAPL_v4.xlsx","20221115_IR Material Structure_WAPL_v4.xlsx","xlsx","12.75","2022-11-15","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\2023년_IR\20221115_IR Material Structure_WAPL_v5_담당자업데이트_매출시뮬.xlsx","20221115_IR Material Structure_WAPL_v5_담당자업데이트_매출시뮬.xlsx","xlsx","27","2022-11-16","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\2023년_IR\20221116_IR_final_02.pptx","20221116_IR_final_02.pptx","pptx","12581.72","2022-11-18","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\2023년_IR\슈퍼위크 발표자료_v.310.pptx","슈퍼위크 발표자료_v.310.pptx","pptx","10507.01","2022-11-15","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\2023년_IR\시장전망 및 MAU_v2.xlsx","시장전망 및 MAU_v2.xlsx","xlsx","27.4","2022-11-16","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\2023년_IR\시장전망 및 MAU.xlsx","시장전망 및 MAU.xlsx","xlsx","28.27","2022-11-16","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\2023년_IR\티맥스와플사 비전과 전략 2021 08 23.pptx","티맥스와플사 비전과 전략 2021 08 23.pptx","pptx","29639.55","2022-11-15","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\2023년_경영기획_사업계획\148111_72823_3941.jpg","148111_72823_3941.jpg","jpg","55.95","2022-10-19","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\2023년_경영기획_사업계획\20210330000938_0.jpg","20210330000938_0.jpg","jpg","159.02","2022-10-20","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\2023년_경영기획_사업계획\다운로드.jpg","다운로드.jpg","jpg","113.73","2022-10-19","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\2023년_경영기획_사업계획\사업계획_수립_근거 [자동 저장].pptx","사업계획_수립_근거 [자동 저장].pptx","pptx","2588.38","2022-10-26","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\2023년_경영기획_사업계획\사업계획_수립자료_김현래_20221025.xlsx","사업계획_수립자료_김현래_20221025.xlsx","xlsx","635.48","2022-10-26","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\2023년_경영기획_사업계획\사업계획_수립자료_김현래_20221026 _v3.xlsx","사업계획_수립자료_김현래_20221026 _v3.xlsx","xlsx","636.19","2022-10-26","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\2023년_경영기획_사업계획\사업계획_수립자료_김현래_20221026.xlsx","사업계획_수립자료_김현래_20221026.xlsx","xlsx","636.19","2022-10-26","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\2023년_경영기획_사업계획\사업계획_수립자료_단가계산_양진우제공.xlsx","사업계획_수립자료_단가계산_양진우제공.xlsx","xlsx","275.7","2022-10-20","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\2023년_경영기획_사업계획\FY23 사업계획 수립 양식_와플사_v2.xlsx","FY23 사업계획 수립 양식_와플사_v2.xlsx","xlsx","30.78","2022-10-26","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\2023년_경영기획_사업계획\GYH2013061000010004400_P2.jpg","GYH2013061000010004400_P2.jpg","jpg","78.96","2022-10-18","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\2023년_경영기획_사업계획\TmaxWAPL_제품로드맵_20221018.xlsx","TmaxWAPL_제품로드맵_20221018.xlsx","xlsx","35","2022-10-18","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\2023년_경영기획_사업계획\보고용\사업계획_로데이터.xlsx","사업계획_로데이터.xlsx","xlsx","13.2","2022-10-26","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\2023년_경영기획_사업계획\보고용\사업계획_수립자료_김현래_20221025_PPT작성자료용_수정.xlsx","사업계획_수립자료_김현래_20221025_PPT작성자료용_수정.xlsx","xlsx","636.81","2022-10-26","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\2023년_경영기획_사업계획\보고용\사업계획_수립자료_김현래_20221026 _v4.xlsx","사업계획_수립자료_김현래_20221026 _v4.xlsx","xlsx","633.24","2022-10-26","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\2023년_경영기획_사업계획\보고용\와플 사업계획 2023_20221026_v4.pptx","와플 사업계획 2023_20221026_v4.pptx","pptx","141.46","2022-10-26","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\2023년_경영기획_사업계획\수정값\사업계획_수립자료_김현래_20221025_PPT작성자료용.xlsx","사업계획_수립자료_김현래_20221025_PPT작성자료용.xlsx","xlsx","638.36","2022-10-26","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\2023년_경영기획_사업계획\수정값\와플 사업계획 2023_20221026_v2.pptx","와플 사업계획 2023_20221026_v2.pptx","pptx","138.55","2022-10-26","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\2023년_경영기획_사업계획\최종안\사업계획_v5_20221026.xlsx","사업계획_v5_20221026.xlsx","xlsx","22.87","2022-10-31","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\2023년_경영정략보고\10월 전략 발표_221012_t17.29_핵심사업전략.pptx","10월 전략 발표_221012_t17.29_핵심사업전략.pptx","pptx","40.08","2022-10-12","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\2023년_경영정략보고\10월 전략 발표_221012_v16.38.pptx","10월 전략 발표_221012_v16.38.pptx","pptx","49.26","2022-10-12","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\2023년_경영정략보고\대표니보고_10.55.pptx","대표니보고_10.55.pptx","pptx","284.08","2022-10-12","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\2023년_경영정략보고\상품전략_강민 피드백.pptx","상품전략_강민 피드백.pptx","pptx","95859.63","2022-10-13","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\2023년_경영정략보고\상품전략.pptx","상품전략.pptx","pptx","93217.44","2022-10-13","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\2023년_경영정략보고\수퍼앱매출규모예상.xlsx","수퍼앱매출규모예상.xlsx","xlsx","114.38","2022-10-14","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\2023년_경영정략보고\와플 경영전략_v0_20221015.pptx","와플 경영전략_v0_20221015.pptx","pptx","1031.12","2022-10-11","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\2023년_경영정략보고\와플 전략보고_221015_대표님리뷰버전_T221014 1923.pdf","와플 전략보고_221015_대표님리뷰버전_T221014 1923.pdf","pdf","13339.57","2022-10-15","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\2023년_경영정략보고\전략보고_221014_UX2취합_최종.pptx","전략보고_221014_UX2취합_최종.pptx","pptx","270777.27","2022-10-14","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\2023년_경영정략보고\전략보고_221015_대표님리뷰버전_T221013 1230.pdf","전략보고_221015_대표님리뷰버전_T221013 1230.pdf","pdf","4533.61","2022-10-13","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\2023년_경영정략보고\전략보고_221015_대표님리뷰버전_UX취합.pptx","전략보고_221015_대표님리뷰버전_UX취합.pptx","pptx","126822.06","2022-10-13","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\2023년_경영정략보고\전략보고_221015_수퍼앱시장규모_ver2.pptx","전략보고_221015_수퍼앱시장규모_ver2.pptx","pptx","177.82","2022-10-13","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\2023년_경영정략보고\전략보고_221015_ver0.1_SP+UX_통합_T10.11.pptx","전략보고_221015_ver0.1_SP+UX_통합_T10.11.pptx","pptx","102881.15","2022-10-13","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\2023년_경영정략보고\전략보고_경영전략_사업 및 제안 전략_김현래_ver3.pptx","전략보고_경영전략_사업 및 제안 전략_김현래_ver3.pptx","pptx","888.23","2022-10-14","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\2023년_경영정략보고\~BROMIUM\와플 전략보고_221015_대표님리뷰버전_T221014 1923.pdf","와플 전략보고_221015_대표님리뷰버전_T221014 1923.pdf","pdf","0.37","2022-10-15","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\2023년_경영정략보고\~BROMIUM\전략보고_221015_대표님리뷰버전_T221013 1230.pdf","전략보고_221015_대표님리뷰버전_T221013 1230.pdf","pdf","0.36","2022-10-13","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\2023년_경영정략보고\참고자료\고객사 기능 비교(샌드버드) (1).pptx","고객사 기능 비교(샌드버드) (1).pptx","pptx","453.88","2022-10-11","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\2023년_경영정략보고\참고자료\슈퍼위크 발표자료_v.17_.pptx","슈퍼위크 발표자료_v.17_.pptx","pptx","146798.45","2022-10-12","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\2023년_경영정략보고\참고자료\전략보고_221015_ver0.1.pptx","전략보고_221015_ver0.1.pptx","pptx","98053.79","2022-10-12","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\2023년_경영정략보고\참고자료\mint 방향성 _v0.1.pptx","mint 방향성 _v0.1.pptx","pptx","11527.56","2022-10-12","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\CSAP인증\(Schedule) CSAP_비용 포함_221101(박봉진).xlsx","(Schedule) CSAP_비용 포함_221101(박봉진).xlsx","xlsx","16.85","2022-11-01","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\CSAP인증\[KISA]기타별지양식.zip","[KISA]기타별지양식.zip","zip","83.35","2022-11-14","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\CSAP인증\비대면서비스 개발운영환경 보안점검 결과보고서(티맥스와플).pdf","비대면서비스 개발운영환경 보안점검 결과보고서(티맥스와플).pdf","pdf","264.44","2022-10-20","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\CSAP인증\CSAP_예상이슈_일정.xlsx","CSAP_예상이슈_일정.xlsx","xlsx","12.27","2022-11-01","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\CSAP인증\CSAP인증 네이버클라우드 계약 요청건.docx","CSAP인증 네이버클라우드 계약 요청건.docx","docx","23.06","2022-08-24","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\CSAP인증\CSAP인증_CS실_김현래_20220923_v3.docx","CSAP인증_CS실_김현래_20220923_v3.docx","docx","177.94","2022-09-23","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\CSAP인증\WAPL CSAP 인증 추진경과 보고-전마실-20220923_향후일정추가.docx","WAPL CSAP 인증 추진경과 보고-전마실-20220923_향후일정추가.docx","docx","209.54","2022-09-23","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\CSAP인증\NCP\네이버클라우드 플랫폼 접속 가이드_20221006.pptx","네이버클라우드 플랫폼 접속 가이드_20221006.pptx","pptx","147.85","2022-10-06","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\CSAP인증\NCP\네이버클라우드플랫폼 고객계약서_고객사(티맥스와플)_최초버전.pdf","네이버클라우드플랫폼 고객계약서_고객사(티맥스와플)_최초버전.pdf","pdf","847.03","2022-09-27","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\CSAP인증\NCP\네이버클라우드플랫폼(공공존) 2021년10월 사용료 청구내역서_고객사(티맥스와플)__2021-1106.pdf","네이버클라우드플랫폼(공공존) 2021년10월 사용료 청구내역서_고객사(티맥스와플)__2021-1106.pdf","pdf","91.46","2022-09-14","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\CSAP인증\NCP\네이버클라우드플랫폼(공공존) 2021년11월 사용료 청구내역서_고객사(티맥스와플)__2021-1206.pdf","네이버클라우드플랫폼(공공존) 2021년11월 사용료 청구내역서_고객사(티맥스와플)__2021-1206.pdf","pdf","91.73","2022-09-14","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\CSAP인증\NCP\네이버클라우드플랫폼(공공존) 2021년12월 사용료 청구내역서_고객사(티맥스와플)__2022-0106.pdf","네이버클라우드플랫폼(공공존) 2021년12월 사용료 청구내역서_고객사(티맥스와플)__2022-0106.pdf","pdf","91.61","2022-09-14","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\CSAP인증\NCP\네이버클라우드플랫폼(공공존) 2022년10월 사용료 청구내역서_고객사(티맥스와플)__2022-1115.pdf","네이버클라우드플랫폼(공공존) 2022년10월 사용료 청구내역서_고객사(티맥스와플)__2022-1115.pdf","pdf","85.04","2022-11-16","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\CSAP인증\NCP\네이버클라우드플랫폼(공공존) 2022년1월 사용료 청구내역서_고객사(티맥스와플)__2022-0206.pdf","네이버클라우드플랫폼(공공존) 2022년1월 사용료 청구내역서_고객사(티맥스와플)__2022-0206.pdf","pdf","91.36","2022-09-14","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\CSAP인증\NCP\네이버클라우드플랫폼(공공존) 2022년2월 사용료 청구내역서_고객사(티맥스와플)__2022-0326.pdf","네이버클라우드플랫폼(공공존) 2022년2월 사용료 청구내역서_고객사(티맥스와플)__2022-0326.pdf","pdf","91.65","2022-10-10","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\CSAP인증\NCP\네이버클라우드플랫폼(공공존) 2022년3월 사용료 청구내역서_고객사(티맥스와플)__2022-0415.pdf","네이버클라우드플랫폼(공공존) 2022년3월 사용료 청구내역서_고객사(티맥스와플)__2022-0415.pdf","pdf","84.36","2022-10-10","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\CSAP인증\NCP\네이버클라우드플랫폼(공공존) 2022년4월 사용료 청구내역서_고객사(티맥스와플)__2022-0523.pdf","네이버클라우드플랫폼(공공존) 2022년4월 사용료 청구내역서_고객사(티맥스와플)__2022-0523.pdf","pdf","84.36","2022-10-10","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\CSAP인증\NCP\네이버클라우드플랫폼(공공존) 2022년5월 사용료 청구내역서_고객사(티맥스와플)__2022-0624.pdf","네이버클라우드플랫폼(공공존) 2022년5월 사용료 청구내역서_고객사(티맥스와플)__2022-0624.pdf","pdf","84.36","2022-10-10","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\CSAP인증\NCP\네이버클라우드플랫폼(공공존) 2022년6월 사용료 청구내역서_고객사(티맥스와플)__2022-0705.pdf","네이버클라우드플랫폼(공공존) 2022년6월 사용료 청구내역서_고객사(티맥스와플)__2022-0705.pdf","pdf","84.36","2022-10-10","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\CSAP인증\NCP\네이버클라우드플랫폼(공공존) 2022년7월 사용료 청구내역서_고객사(티맥스와플)__2022-0816.pdf","네이버클라우드플랫폼(공공존) 2022년7월 사용료 청구내역서_고객사(티맥스와플)__2022-0816.pdf","pdf","84.25","2022-10-10","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\CSAP인증\NCP\네이버클라우드플랫폼(공공존) 2022년8월 사용료 청구내역서_고객사(티맥스와플)__2022-0913.pdf","네이버클라우드플랫폼(공공존) 2022년8월 사용료 청구내역서_고객사(티맥스와플)__2022-0913.pdf","pdf","84.37","2022-10-10","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\CSAP인증\NCP\네이버클라우드플랫폼(공공존) 2022년9월 사용료 청구내역서_고객사(티맥스와플)__2022-1005.pdf","네이버클라우드플랫폼(공공존) 2022년9월 사용료 청구내역서_고객사(티맥스와플)__2022-1005.pdf","pdf","84.36","2022-10-10","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\CSAP인증\NCP\아이지니 법인계좌_국민은행_네이버클라우드플랫폼용.pdf","아이지니 법인계좌_국민은행_네이버클라우드플랫폼용.pdf","pdf","162.12","2022-10-06","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\CSAP인증\NCP\아이지니-사업자등록증.jpg","아이지니-사업자등록증.jpg","jpg","591.38","2022-10-06","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\CSAP인증\NCP\NCP_청구금액_WAPL.xlsx","NCP_청구금액_WAPL.xlsx","xlsx","12.73","2022-10-10","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\CSAP인증\NCP\NCP(공공존)_청구금액_202110_202209.zip","NCP(공공존)_청구금액_202110_202209.zip","zip","1022.03","2022-11-16","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\CSAP인증\NCP\NTS_eTaxInvoice_10.html","NTS_eTaxInvoice_10.html","html","91.59","2022-11-16","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\CSAP인증\NCP\NTS_eTaxInvoice.html","NTS_eTaxInvoice.html","html","91.65","2022-10-07","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\CSAP인증\NCP\~BROMIUM\네이버클라우드플랫폼 고객계약서_고객사(티맥스와플)_최초버전.pdf","네이버클라우드플랫폼 고객계약서_고객사(티맥스와플)_최초버전.pdf","pdf","0.35","2022-11-18","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\CSAP인증\NCP\~BROMIUM\네이버클라우드플랫폼(공공존) 2021년10월 사용료 청구내역서_고객사(티맥스와플)__2021-1106.pdf","네이버클라우드플랫폼(공공존) 2021년10월 사용료 청구내역서_고객사(티맥스와플)__2021-1106.pdf","pdf","0.41","2022-09-14","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\CSAP인증\NCP\~BROMIUM\네이버클라우드플랫폼(공공존) 2021년11월 사용료 청구내역서_고객사(티맥스와플)__2021-1206.pdf","네이버클라우드플랫폼(공공존) 2021년11월 사용료 청구내역서_고객사(티맥스와플)__2021-1206.pdf","pdf","0.41","2022-09-14","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\CSAP인증\NCP\~BROMIUM\네이버클라우드플랫폼(공공존) 2021년12월 사용료 청구내역서_고객사(티맥스와플)__2022-0106.pdf","네이버클라우드플랫폼(공공존) 2021년12월 사용료 청구내역서_고객사(티맥스와플)__2022-0106.pdf","pdf","0.41","2022-09-14","Documents","WAPL"
"C:\Users\hyun0\Documents\WAPL\CSAP인증\NCP\~BROMIUM\네이버클라우드플랫폼(공공존) 2022년10월 사용료 청구내역서_고객사(티맥스와플)__2022-1115.pdf","네이버클라우드플랫폼(공공존) 2022년10월 사용료 청구내역서_고객사(티맥스와플)__2022-1115.pdf","pdf","0.41","2022-11-16","Documents","WAPL"
